ticket_number,total_ticket
172878.0,1.4
172879.0,7.4
172880.0,11.1
172881.0,7.5
172882.0,1.4
172883.0,1.3
172884.0,1.3
172885.0,1.0
172886.0,3.8
172887.0,1.3
172888.0,1.0
172889.0,1.0
172890.0,1.0
172891.0,2.6
172892.0,1.0
172893.0,2.3
172895.0,6.2
172896.0,6.0
172898.0,3.95
172899.0,4.9
172900.0,6.5
172901.0,3.3499999999999996
172902.0,13.3
172903.0,7.8
172904.0,16.5
172905.0,7.0
172906.0,1.3
172907.0,3.9000000000000004
172908.0,2.6
172909.0,2.6
172910.0,2.5
172911.0,2.6
172912.0,1.3
172913.0,5.449999999999999
172914.0,1.0
172915.0,2.6
172916.0,1.35
172917.0,1.35
172918.0,7.6
172919.0,2.3
172920.0,1.35
172921.0,1.0
172922.0,2.6
172923.0,3.2
172924.0,2.6
172925.0,3.7
172926.0,6.199999999999999
172927.0,2.3
172928.0,5.0
172929.0,2.6
172930.0,2.6
172931.0,10.0
172932.0,2.7
172933.0,1.3
172934.0,1.0
172935.0,0.7
172936.0,1.3
172937.0,1.3
172938.0,3.35
172939.0,1.3
172940.0,2.6
172941.0,2.6
172942.0,3.5999999999999996
172943.0,2.6
172944.0,1.6
172945.0,5.800000000000001
172946.0,5.9
172947.0,2.0
172948.0,2.6
172949.0,1.8499999999999999
172950.0,1.15
172951.0,1.3
172952.0,3.9000000000000004
172953.0,2.6
172954.0,1.0
172955.0,3.3
172956.0,2.0
172957.0,3.0
172958.0,1.3
172959.0,2.9
172960.0,2.6
172961.0,1.0
172962.0,1.9
172963.0,1.3
172964.0,1.35
172965.0,2.6
172966.0,4.4
172967.0,1.3
172968.0,10.100000000000001
172969.0,2.6
172970.0,2.0
172971.0,1.7
172972.0,1.35
172973.0,1.3
172974.0,2.0
172975.0,2.5
172976.0,2.0
172977.0,5.2
172978.0,2.6
172979.0,1.3
172980.0,6.3
172981.0,2.6
172982.0,3.9000000000000004
172983.0,1.15
172984.0,1.3
172985.0,2.6
172986.0,1.0
172987.0,1.15
172988.0,1.2
172989.0,1.3
172990.0,1.7
172991.0,2.6
172992.0,0.5
172993.0,3.4
172994.0,4.3
172995.0,3.9000000000000004
172996.0,1.3
172997.0,2.6
172998.0,1.2
172999.0,1.3
173000.0,2.3
173001.0,1.0
173002.0,2.6
173003.0,6.6000000000000005
173004.0,1.0
173005.0,3.9000000000000004
173006.0,1.3
173007.0,1.3
173008.0,2.6
173009.0,3.9000000000000004
173010.0,2.6
173011.0,10.0
173012.0,1.3
173013.0,1.15
173014.0,1.15
173015.0,5.4
173016.0,1.3
173017.0,1.3
173018.0,2.15
173019.0,1.0
173020.0,1.15
173021.0,7.7
173022.0,47.9
173023.0,11.600000000000001
173024.0,6.2
173025.0,5.0
173026.0,3.8
173027.0,2.6
173028.0,1.0
173029.0,3.9000000000000004
173030.0,1.3
173031.0,8.0
173032.0,1.0
173033.0,1.35
173034.0,1.3
173035.0,1.15
173036.0,5.550000000000001
173037.0,7.0
173038.0,3.0
173039.0,2.6
173040.0,7.0
173041.0,1.15
173042.0,4.0
173043.0,1.0
173044.0,7.0
173045.0,6.5
173046.0,2.6
173047.0,1.3
173048.0,1.3
173049.0,1.3
173050.0,1.3
173051.0,2.6
173052.0,7.0
173053.0,3.05
173054.0,1.15
173055.0,1.0
173056.0,1.5
173057.0,1.0
173058.0,6.6000000000000005
173059.0,1.15
173060.0,1.15
173061.0,2.6
173062.0,1.15
173063.0,9.2
173064.0,9.3
173065.0,2.6
173066.0,8.5
173067.0,1.3
173068.0,1.3
173069.0,2.3
173070.0,7.9
173071.0,2.6
173072.0,1.3
173073.0,7.0
173074.0,15.3
173075.0,3.9000000000000004
173076.0,3.4
173077.0,1.7
173079.0,2.0
173080.0,1.35
173081.0,3.2
173084.0,1.3
173085.0,8.8
173086.0,2.5
173087.0,1.5
173088.0,3.9000000000000004
173089.0,4.9
173090.0,1.3
173091.0,2.3
173092.0,2.5
173093.0,3.9000000000000004
173094.0,1.6
173095.0,4.4
173096.0,1.3
173097.0,3.75
173098.0,1.3
173099.0,2.45
173100.0,2.6
173101.0,1.15
173102.0,3.3
173103.0,1.0
173104.0,1.2
173105.0,1.3
173106.0,2.6
173107.0,1.3
173108.0,3.3
173109.0,5.7
173110.0,1.0
173111.0,1.3
173112.0,1.0
173113.0,2.0
173114.0,2.6
173115.0,1.3
173116.0,4.9
173118.0,7.5
173119.0,2.3
173120.0,1.3
173121.0,7.0
173122.0,6.3999999999999995
173123.0,4.800000000000001
173124.0,6.3
173125.0,2.6
173126.0,4.6
173127.0,2.0
173128.0,1.35
173129.0,3.9000000000000004
173130.0,2.0
173131.0,1.3
173132.0,1.35
173133.0,2.2
173134.0,2.0
173135.0,7.950000000000001
173136.0,1.8499999999999999
173137.0,1.0
173138.0,13.9
173139.0,16.0
173140.0,2.6
173141.0,1.15
173142.0,1.3
173143.0,3.75
173144.0,1.6
173145.0,2.6
173146.0,9.850000000000001
173147.0,3.2
173148.0,4.699999999999999
173149.0,2.6
173150.0,1.3
173151.0,2.3
173152.0,6.2
173153.0,1.15
173155.0,2.6
173156.0,1.3
173157.0,1.7
173158.0,1.15
173159.0,1.3
173160.0,6.6
173161.0,2.6
173162.0,0.7
173163.0,3.2
173164.0,1.3
173165.0,6.6
173166.0,2.6
173167.0,0.5
173168.0,1.0
173169.0,2.6
173170.0,2.6
173171.0,1.3
173172.0,4.2
173173.0,6.6
173174.0,1.3
173175.0,1.3
173176.0,4.0
173177.0,10.4
173178.0,1.0
173179.0,1.3
173180.0,1.15
173181.0,3.5
173182.0,2.0
173183.0,22.4
173184.0,1.0
173185.0,2.3
173186.0,1.3
173187.0,1.3
173188.0,1.3
173189.0,1.7
173190.0,5.0
173191.0,1.0
173192.0,1.0
173194.0,2.55
173195.0,2.6
173196.0,5.0
173197.0,5.0
173198.0,1.3
173199.0,3.0
173200.0,2.3
173201.0,3.5999999999999996
173202.0,2.9000000000000004
173203.0,2.0
173204.0,1.3
173205.0,1.7
173206.0,2.6500000000000004
173207.0,2.6
173208.0,1.3
173209.0,1.3
173210.0,1.3
173211.0,2.15
173212.0,2.6
173213.0,3.9000000000000004
173214.0,2.6
173215.0,2.6
173216.0,3.9000000000000004
173217.0,5.1
173219.0,2.4
173220.0,1.3
173221.0,1.0
173222.0,6.0
173223.0,2.6
173224.0,1.15
173225.0,1.3
173226.0,3.9000000000000004
173227.0,4.6
173228.0,3.7
173229.0,3.2
173230.0,2.3
173231.0,11.9
173232.0,2.6
173233.0,3.8
173234.0,1.3
173235.0,3.5
173236.0,5.0
173237.0,5.2
173238.0,1.3
173239.0,1.0
173240.0,5.0
173241.0,7.0
173242.0,1.0
173243.0,2.6
173244.0,1.7
173245.0,1.0
173246.0,2.6
173247.0,13.0
173248.0,3.1
173249.0,1.3
173250.0,9.0
173251.0,2.6
173252.0,1.15
173253.0,1.3
173254.0,2.6
173255.0,1.3
173256.0,1.3
173257.0,1.0
173258.0,1.0
173259.0,2.15
173260.0,1.3
173261.0,2.6
173262.0,7.1
173263.0,7.0
173264.0,3.9000000000000004
173265.0,2.0
173266.0,5.0
173267.0,8.15
173268.0,2.6
173269.0,1.3
173270.0,7.0
173271.0,2.6
173272.0,1.3
173273.0,1.15
173274.0,7.95
173275.0,1.3
173276.0,11.3
173277.0,5.0
173278.0,10.0
173279.0,1.7
173281.0,2.6500000000000004
173282.0,9.45
173283.0,12.0
173284.0,2.6
173285.0,2.45
173286.0,0.7
173288.0,3.5999999999999996
173289.0,7.9
173290.0,3.9000000000000004
173291.0,1.3
173292.0,3.9000000000000004
173293.0,1.3
173294.0,1.35
173295.0,6.0
173296.0,2.6
173297.0,1.3
173298.0,6.35
173299.0,4.4
173300.0,2.75
173301.0,1.3
173302.0,1.0
173303.0,3.8
173304.0,2.4
173305.0,5.800000000000001
173306.0,1.7
173307.0,9.5
173308.0,1.3
173309.0,1.3
173310.0,2.6
173311.0,5.8
173312.0,5.0
173313.0,1.3
173314.0,4.4
173315.0,1.3
173316.0,1.3
173317.0,1.7
173318.0,3.3
173319.0,3.5
173320.0,6.9
173321.0,1.3
173322.0,2.6
173323.0,1.3
173325.0,3.9000000000000004
173326.0,3.8
173327.0,2.3
173328.0,3.9000000000000004
173329.0,1.3
173330.0,1.35
173332.0,7.0
173333.0,3.3499999999999996
173334.0,5.0
173335.0,5.1
173336.0,2.5
173337.0,2.0
173338.0,3.3
173339.0,6.1
173340.0,1.35
173341.0,2.0
173342.0,2.6
173343.0,1.35
173344.0,5.7
173345.0,9.5
173346.0,2.6
173347.0,5.9
173348.0,2.6
173349.0,3.0
173350.0,3.8000000000000003
173351.0,2.6
173352.0,6.4
173353.0,1.3
173354.0,1.15
173355.0,4.3
173356.0,1.15
173357.0,3.2
173358.0,6.3
173359.0,5.0
173360.0,20.3
173361.0,3.5999999999999996
173362.0,1.3
173363.0,8.0
173364.0,4.0
173365.0,2.6
173366.0,2.0
173367.0,3.8
173368.0,2.3
173369.0,1.3
173370.0,2.6
173371.0,1.0
173372.0,1.15
173373.0,2.6
173374.0,2.0
173375.0,2.2
173376.0,3.2
173377.0,19.6
173378.0,3.3
173379.0,2.6
173380.0,2.6
173381.0,1.3
173382.0,11.9
173383.0,10.85
173384.0,4.3
173385.0,6.300000000000001
173386.0,2.3
173387.0,1.3
173388.0,3.9000000000000004
173389.0,1.0
173390.0,1.0
173391.0,12.9
173392.0,2.6
173393.0,1.3
173394.0,5.9
173395.0,7.3
173396.0,5.0
173397.0,1.0
173398.0,2.6
173399.0,9.200000000000001
173400.0,1.3
173401.0,1.0
173402.0,1.0
173403.0,1.3
173404.0,1.0
173405.0,3.8
173406.0,2.3
173407.0,2.8499999999999996
173408.0,1.15
173409.0,1.3
173410.0,10.4
173411.0,1.2
173412.0,2.6
173413.0,8.9
173414.0,12.4
173415.0,13.9
173416.0,15.7
173417.0,1.3
173418.0,2.6
173419.0,6.3
173420.0,5.4
173421.0,1.3
173422.0,1.3
173423.0,5.2
173424.0,2.6
173425.0,2.6
173426.0,2.3
173427.0,7.800000000000001
173428.0,1.4
173429.0,2.6
173430.0,2.6
173431.0,2.7
173432.0,1.15
173433.0,3.9000000000000004
173434.0,1.3
173435.0,2.0
173436.0,1.0
173437.0,1.0
173438.0,2.5
173439.0,1.3
173440.0,1.3
173441.0,1.2
173442.0,3.9000000000000004
173443.0,8.100000000000001
173444.0,1.0
173445.0,1.3
173446.0,1.3
173447.0,2.15
173448.0,1.0
173449.0,2.9
173450.0,1.3
173451.0,1.9
173452.0,1.3
173453.0,3.6
173454.0,1.3
173455.0,3.9000000000000004
173456.0,1.3
173457.0,1.0
173458.0,4.9
173459.0,2.3
173460.0,5.0
173461.0,3.9000000000000004
173462.0,2.9000000000000004
173463.0,1.3
173464.0,1.7
173465.0,4.800000000000001
173466.0,5.2
173467.0,1.15
173468.0,9.8
173469.0,5.5
173470.0,25.3
173471.0,1.3
173472.0,14.500000000000002
173473.0,7.6
173474.0,5.0
173475.0,7.0
173476.0,2.6
173477.0,1.15
173478.0,12.9
173479.0,1.0
173480.0,1.3
173481.0,1.3
173482.0,10.1
173483.0,2.6
173484.0,2.6
173485.0,10.1
173486.0,7.0
173487.0,1.3
173488.0,0.7
173489.0,7.2
173490.0,4.050000000000001
173491.0,4.0
173492.0,3.3
173493.0,5.3
173494.0,1.7
173495.0,6.800000000000001
173496.0,1.15
173497.0,2.6
173499.0,1.3
173500.0,1.9
173501.0,9.0
173502.0,3.8
173503.0,16.7
173504.0,8.2
173505.0,1.3
173506.0,6.6000000000000005
173507.0,2.6
173508.0,7.0
173509.0,7.0
173510.0,9.35
173511.0,1.3
173512.0,5.3
173513.0,5.5
173514.0,2.6
173515.0,3.5
173516.0,5.300000000000001
173517.0,4.3
173518.0,1.3
173519.0,1.0
173520.0,3.5
173521.0,2.3
173522.0,8.3
173523.0,2.6
173524.0,1.7
173525.0,2.6
173526.0,1.3
173527.0,5.300000000000001
173528.0,4.4
173529.0,3.3
173530.0,7.9
173531.0,16.3
173532.0,1.2
173533.0,1.35
173534.0,3.0
173535.0,15.0
173536.0,1.6
173538.0,8.6
173539.0,2.9000000000000004
173540.0,4.6
173541.0,2.6
173542.0,2.5
173543.0,1.3
173544.0,1.3
173545.0,2.6
173546.0,1.3
173547.0,1.6
173548.0,2.3
173549.0,1.3
173550.0,2.6
173551.0,5.2
173552.0,5.2
173553.0,5.800000000000001
173554.0,5.2
173555.0,1.15
173556.0,3.9000000000000004
173557.0,2.7
173558.0,4.0
173559.0,1.3
173560.0,2.6500000000000004
173561.0,1.3
173562.0,2.45
173563.0,2.6
173564.0,10.3
173565.0,1.3
173567.0,4.0
173568.0,4.6
173569.0,10.4
173570.0,1.0
173571.0,1.3
173572.0,8.6
173573.0,2.3
173574.0,1.3
173575.0,1.3
173576.0,3.9000000000000004
173577.0,2.6
173578.0,1.3
173579.0,4.2
173580.0,2.6
173581.0,2.0
173582.0,7.9
173583.0,15.200000000000001
173584.0,5.2
173585.0,1.3
173587.0,10.4
173588.0,2.5
173589.0,10.5
173590.0,4.3
173591.0,14.0
173592.0,1.3
173593.0,10.2
173594.0,13.5
173595.0,2.05
173596.0,1.8499999999999999
173597.0,12.4
173598.0,19.9
173599.0,1.3
173600.0,1.0
173601.0,5.800000000000001
173602.0,10.0
173603.0,2.6
173604.0,3.9000000000000004
173605.0,11.600000000000001
173606.0,7.9
173607.0,1.0
173608.0,6.5
173609.0,21.7
173610.0,1.9
173611.0,3.9000000000000004
173612.0,5.3
173613.0,7.65
173614.0,1.3
173615.0,3.8
173616.0,8.8
173617.0,13.8
173618.0,1.6
173619.0,5.4
173620.0,2.3
173621.0,6.5
173622.0,1.3
173623.0,1.15
173624.0,3.4499999999999997
173625.0,9.1
173626.0,1.15
173627.0,2.6
173628.0,2.8
173629.0,3.2
173630.0,2.0
173631.0,2.6
173632.0,2.6
173633.0,2.6
173634.0,6.0
173635.0,1.15
173636.0,1.3
173637.0,1.3
173638.0,8.8
173639.0,13.0
173640.0,3.9000000000000004
173641.0,2.6
173642.0,4.2
173643.0,17.6
173644.0,1.3
173645.0,4.4
173646.0,1.0
173647.0,4.199999999999999
173648.0,10.15
173649.0,6.6
173650.0,1.3
173651.0,2.6
173652.0,2.75
173653.0,3.6
173654.0,9.1
173655.0,1.3
173656.0,2.6
173657.0,1.3
173658.0,4.6
173659.0,1.3
173660.0,4.6
173661.0,2.6
173662.0,1.3
173663.0,8.4
173664.0,3.5
173665.0,3.9000000000000004
173666.0,2.0
173667.0,6.5
173668.0,5.3
173669.0,1.3
173670.0,2.0
173671.0,3.3
173672.0,2.0
173673.0,1.7
173674.0,1.0
173675.0,4.0
173676.0,3.6
173677.0,8.8
173678.0,1.0
173679.0,2.6
173680.0,3.3
173681.0,1.15
173682.0,4.1
173683.0,2.6
173684.0,2.6
173685.0,2.6
173686.0,2.3
173687.0,1.7
173688.0,6.8999999999999995
173689.0,2.3
173690.0,2.3
173691.0,14.9
173692.0,3.95
173693.0,5.300000000000001
173695.0,8.0
173696.0,2.3
173697.0,0.7
173698.0,2.0
173699.0,2.6
173700.0,2.6
173701.0,2.6
173702.0,1.6
173703.0,3.9000000000000004
173704.0,5.300000000000001
173705.0,5.7
173706.0,5.300000000000001
173707.0,2.7
173708.0,6.4
173709.0,2.2
173710.0,2.5
173711.0,8.7
173712.0,2.3
173713.0,8.95
173714.0,1.7
173715.0,20.8
173716.0,13.100000000000001
173717.0,2.75
173718.0,2.0
173719.0,5.6
173720.0,1.3
173721.0,5.2
173722.0,5.6000000000000005
173723.0,5.2
173724.0,2.6
173725.0,18.4
173726.0,1.3
173727.0,6.2
173728.0,4.0
173729.0,5.2
173730.0,3.6
173731.0,2.7
173732.0,1.3
173733.0,46.3
173734.0,10.8
173735.0,1.6
173736.0,1.4
173737.0,1.2
173738.0,3.9000000000000004
173739.0,23.55
173740.0,6.750000000000001
173741.0,2.2
173742.0,5.8999999999999995
173743.0,4.0
173744.0,1.3
173745.0,3.9000000000000004
173746.0,3.9000000000000004
173747.0,6.199999999999999
173748.0,1.3
173749.0,23.6
173750.0,1.2
173751.0,3.9000000000000004
173752.0,1.4
173753.0,3.9000000000000004
173754.0,1.9
173755.0,5.5
173756.0,2.6
173757.0,5.5
173758.0,4.0
173759.0,4.6
173760.0,2.8499999999999996
173761.0,1.0
173762.0,5.2
173763.0,1.3
173764.0,12.5
173765.0,5.5
173766.0,2.45
173767.0,6.7
173768.0,1.7
173769.0,39.2
173770.0,5.4
173771.0,17.05
173772.0,5.7
173773.0,1.3
173774.0,3.9000000000000004
173775.0,1.3
173776.0,1.0
173777.0,3.7
173778.0,1.3
173779.0,6.85
173780.0,2.6
173781.0,14.0
173782.0,1.0
173783.0,6.1
173784.0,2.6
173785.0,7.9
173786.0,18.9
173787.0,2.6
173788.0,1.15
173789.0,2.6
173790.0,4.0
173791.0,3.9000000000000004
173792.0,3.8
173793.0,15.3
173794.0,5.3
173795.0,1.3
173796.0,3.5
173797.0,2.6
173798.0,2.6
173799.0,1.9
173800.0,1.3
173801.0,5.0
173802.0,2.6
173803.0,1.3
173804.0,1.3
173805.0,19.0
173806.0,5.2
173807.0,10.1
173808.0,2.6
173809.0,2.6
173810.0,2.6
173811.0,6.9
173812.0,10.6
173813.0,1.3
173814.0,13.9
173815.0,2.3
173816.0,1.3
173817.0,3.9000000000000004
173818.0,4.2
173819.0,2.15
173820.0,7.9
173821.0,2.6
173822.0,2.6
173823.0,7.2
173824.0,2.6
173825.0,13.8
173826.0,7.6000000000000005
173827.0,7.4
173828.0,12.2
173829.0,2.6
173830.0,2.6
173831.0,2.3
173832.0,4.6
173833.0,2.6
173834.0,6.6
173835.0,1.3
173836.0,4.4
173837.0,2.7
173838.0,7.75
173839.0,1.2
173840.0,2.6
173841.0,1.15
173842.0,8.8
173843.0,7.6
173844.0,2.6
173845.0,1.7
173846.0,17.3
173847.0,2.6
173848.0,1.3
173849.0,4.6
173850.0,2.0
173851.0,4.0
173852.0,12.0
173853.0,10.100000000000001
173854.0,2.6
173855.0,2.3499999999999996
173856.0,1.3
173857.0,12.6
173858.0,5.5
173859.0,2.6
173860.0,3.55
173861.0,2.6
173862.0,1.3
173863.0,2.0
173864.0,2.7
173865.0,9.3
173866.0,9.399999999999999
173867.0,3.75
173868.0,1.3
173869.0,1.3
173870.0,1.0
173871.0,20.6
173872.0,5.699999999999999
173873.0,3.4
173874.0,5.7
173875.0,8.6
173876.0,8.8
173877.0,9.95
173878.0,8.3
173879.0,16.5
173880.0,3.3
173881.0,3.9000000000000004
173882.0,2.6
173883.0,2.6
173884.0,1.3
173885.0,7.800000000000001
173886.0,3.3
173887.0,4.0
173888.0,2.5999999999999996
173889.0,27.0
173890.0,1.4
173891.0,2.6
173892.0,1.4
173893.0,3.9000000000000004
173894.0,1.3
173895.0,2.6
173896.0,2.6
173897.0,1.3
173898.0,2.7
173899.0,3.9000000000000004
173900.0,2.6
173901.0,4.0
173902.0,1.6
173903.0,1.3
173904.0,27.5
173905.0,5.75
173906.0,2.6
173907.0,2.6
173908.0,2.6
173909.0,2.6
173910.0,2.2
173911.0,2.6
173912.0,10.0
173913.0,3.2
173914.0,1.0
173915.0,1.3
173916.0,14.9
173917.0,2.7
173918.0,15.4
173919.0,28.1
173920.0,17.0
173921.0,10.4
173922.0,9.1
173923.0,6.35
173924.0,15.8
173925.0,2.6
173926.0,16.35
173927.0,3.8
173928.0,5.0
173929.0,4.35
173930.0,4.3
173931.0,9.2
173932.0,6.049999999999999
173933.0,3.9000000000000004
173934.0,3.8
173935.0,2.6
173936.0,12.3
173937.0,6.800000000000001
173938.0,17.7
173939.0,21.0
173940.0,2.6
173941.0,2.0
173942.0,31.75
173943.0,6.6
173944.0,8.3
173945.0,13.9
173946.0,2.0
173947.0,2.0
173948.0,3.5
173949.0,15.5
173950.0,2.3
173951.0,7.1000000000000005
173952.0,33.4
173953.0,7.5
173954.0,10.0
173955.0,10.4
173956.0,2.6
173957.0,5.2
173958.0,1.15
173959.0,2.7
173960.0,7.8
173961.0,1.0
173962.0,1.3
173963.0,2.6
173964.0,2.3
173965.0,11.4
173966.0,1.3
173967.0,1.3
173968.0,6.95
173969.0,7.9
173970.0,7.5
173971.0,5.9
173972.0,11.85
173973.0,1.0
173974.0,2.6
173975.0,15.5
173976.0,11.15
173977.0,2.6
173978.0,13.0
173979.0,5.2
173980.0,7.4
173981.0,6.5
173982.0,2.0
173983.0,21.6
173984.0,1.3
173985.0,1.4
173986.0,2.6
173987.0,2.6
173988.0,5.2
173989.0,3.2
173990.0,5.3
173991.0,2.6
173992.0,2.6
173993.0,1.5
173994.0,4.6
173995.0,1.3
173996.0,8.5
173997.0,7.7
173998.0,3.9000000000000004
173999.0,5.300000000000001
174000.0,8.4
174001.0,3.9000000000000004
174002.0,3.9000000000000004
174003.0,3.35
174004.0,11.450000000000001
174005.0,4.6
174006.0,5.8
174007.0,4.9
174008.0,5.1
174009.0,8.7
174010.0,2.45
174011.0,6.6000000000000005
174012.0,3.9000000000000004
174013.0,1.15
174014.0,15.7
174015.0,1.3
174016.0,2.6
174017.0,3.75
174018.0,2.6
174019.0,3.3
174020.0,5.300000000000001
174022.0,3.9000000000000004
174023.0,15.200000000000001
174024.0,1.35
174025.0,1.15
174026.0,2.6
174027.0,2.15
174028.0,1.3
174029.0,15.3
174030.0,18.1
174031.0,2.6
174032.0,2.6
174033.0,1.3
174034.0,5.2
174036.0,2.2
174037.0,1.3
174038.0,1.3
174039.0,3.5999999999999996
174040.0,4.5
174041.0,6.5
174042.0,2.5
174043.0,2.6
174044.0,4.3
174045.0,1.15
174046.0,21.15
174047.0,2.3
174048.0,2.6
174049.0,7.9
174050.0,3.9000000000000004
174051.0,11.3
174052.0,2.7
174053.0,1.0
174054.0,1.3
174055.0,1.3
174056.0,3.4499999999999997
174057.0,2.45
174058.0,2.6
174059.0,1.35
174060.0,2.6
174061.0,4.8
174062.0,3.2
174063.0,8.049999999999999
174064.0,2.3
174065.0,1.3
174066.0,7.6
174067.0,18.0
174068.0,1.0
174069.0,14.5
174070.0,5.2
174071.0,1.3
174072.0,40.050000000000004
174073.0,17.0
174074.0,15.1
174075.0,15.4
174076.0,1.3
174077.0,1.3
174078.0,7.6000000000000005
174079.0,2.6
174080.0,12.6
174081.0,21.8
174082.0,2.3
174083.0,1.7
174084.0,2.6
174085.0,0.7
174086.0,2.6
174087.0,3.0
174088.0,1.0
174089.0,5.2
174090.0,1.3
174091.0,2.6
174092.0,14.6
174093.0,2.2
174094.0,7.7
174095.0,5.300000000000001
174096.0,4.4
174097.0,2.6
174098.0,1.3
174099.0,1.7
174100.0,2.6
174101.0,1.0
174102.0,2.3
174103.0,1.3
174104.0,2.6
174105.0,4.1
174106.0,4.0
174107.0,1.9
174108.0,1.15
174109.0,4.6
174110.0,5.2
174111.0,4.9
174112.0,2.0
174113.0,1.0
174114.0,1.3
174115.0,2.6
174116.0,2.6
174117.0,10.0
174118.0,3.9000000000000004
174119.0,3.9000000000000004
174120.0,2.3
174121.0,2.6
174122.0,3.9000000000000004
174123.0,2.0
174124.0,2.3
174125.0,3.9000000000000004
174126.0,14.0
174127.0,2.6
174128.0,1.0
174130.0,1.0
174131.0,4.5
174132.0,2.6
174133.0,15.5
174134.0,12.3
174135.0,2.6
174136.0,2.5
174137.0,10.700000000000001
174138.0,7.7
174139.0,7.2
174140.0,4.0
174141.0,1.3
174142.0,1.3
174143.0,1.3
174144.0,4.5
174145.0,1.0
174146.0,3.9000000000000004
174147.0,7.0
174148.0,5.2
174149.0,9.100000000000001
174150.0,1.3
174151.0,4.199999999999999
174152.0,1.3
174153.0,1.7
174154.0,16.4
174155.0,5.2
174156.0,1.3
174157.0,4.050000000000001
174158.0,28.6
174159.0,17.05
174160.0,2.0
174161.0,2.6
174162.0,1.15
174163.0,23.4
174164.0,3.85
174165.0,3.0
174166.0,4.2
174167.0,1.0
174168.0,2.2
174169.0,1.15
174170.0,8.8
174171.0,2.6
174172.0,5.3
174173.0,1.9
174174.0,2.6
174175.0,3.3
174176.0,11.100000000000001
174177.0,3.4
174178.0,4.5
174179.0,1.3
174180.0,1.0
174181.0,4.4
174182.0,2.6
174183.0,2.6
174184.0,7.0
174185.0,1.3
174186.0,18.9
174187.0,3.9000000000000004
174188.0,1.9
174189.0,9.65
174190.0,5.8
174191.0,16.6
174192.0,3.5
174193.0,2.6
174194.0,2.0
174195.0,2.6
174196.0,1.3
174197.0,5.2
174198.0,2.0
174199.0,2.0
174200.0,1.3
174201.0,1.3
174202.0,5.2
174203.0,24.0
174204.0,3.9000000000000004
174205.0,2.6
174206.0,5.0
174207.0,1.15
174208.0,2.6
174209.0,1.2
174210.0,3.4499999999999997
174211.0,6.4
174212.0,1.8
174213.0,5.4
174214.0,7.8
174215.0,6.0
174216.0,3.3
174217.0,1.0
174218.0,2.6
174219.0,3.9000000000000004
174220.0,1.3
174221.0,5.800000000000001
174222.0,2.6
174223.0,14.0
174224.0,21.0
174225.0,1.4
174226.0,2.3
174227.0,2.45
174228.0,1.9
174229.0,1.8499999999999999
174230.0,3.9000000000000004
174231.0,2.6
174232.0,2.6
174233.0,15.100000000000001
174234.0,11.7
174235.0,2.7
174236.0,4.0
174237.0,1.8
174238.0,4.6
174239.0,25.9
174240.0,2.6
174241.0,5.2
174242.0,2.2
174243.0,2.6
174244.0,1.0
174245.0,6.5
174246.0,2.75
174247.0,7.0
174248.0,2.6
174249.0,6.0
174250.0,3.9000000000000004
174251.0,10.7
174252.0,3.0
174253.0,3.3
174254.0,2.7
174255.0,1.3
174256.0,2.6
174257.0,2.6
174258.0,5.5
174259.0,4.050000000000001
174260.0,3.5
174261.0,2.7
174262.0,1.3
174263.0,11.85
174264.0,2.3
174265.0,1.15
174266.0,1.15
174267.0,12.5
174268.0,2.75
174269.0,1.4
174270.0,3.4
174271.0,1.4
174272.0,1.6
174273.0,2.8
174274.0,3.0999999999999996
174275.0,4.4
174276.0,1.3
174277.0,6.1000000000000005
174278.0,2.5
174279.0,2.6
174281.0,18.7
174282.0,8.8
174283.0,2.5
174284.0,8.6
174285.0,7.699999999999999
174286.0,6.5
174287.0,5.0
174288.0,6.6
174289.0,0.7
174290.0,6.6
174291.0,17.75
174292.0,4.3
174293.0,2.3499999999999996
174294.0,2.0
174295.0,2.6
174296.0,6.6000000000000005
174297.0,1.15
174298.0,9.7
174299.0,1.3
174300.0,2.3
174301.0,6.5
174302.0,1.3
174303.0,6.5
174304.0,1.0
174305.0,1.15
174306.0,43.9
174307.0,2.0
174308.0,4.9
174309.0,3.5
174310.0,1.0
174311.0,1.4
174312.0,59.6
174313.0,14.3
174314.0,3.35
174315.0,4.4
174316.0,5.2
174317.0,23.6
174318.0,10.25
174319.0,0.7
174320.0,9.2
174321.0,1.6
174322.0,2.0
174323.0,15.0
174324.0,2.6
174325.0,3.9000000000000004
174326.0,1.3
174327.0,5.2
174328.0,4.4
174329.0,3.8
174330.0,1.3
174331.0,1.15
174332.0,6.2
174333.0,12.7
174334.0,2.6
174335.0,5.9
174336.0,1.3
174337.0,4.050000000000001
174338.0,31.9
174339.0,1.0
174340.0,15.2
174341.0,1.3
174342.0,1.0
174343.0,6.5
174344.0,4.0
174345.0,2.3
174346.0,4.300000000000001
174347.0,7.300000000000001
174348.0,4.6000000000000005
174349.0,2.3
174350.0,17.5
174351.0,7.3
174352.0,2.6
174353.0,10.8
174354.0,12.0
174355.0,6.6000000000000005
174356.0,1.3
174357.0,2.0
174358.0,2.8
174359.0,1.3
174360.0,12.6
174361.0,2.3
174362.0,11.5
174363.0,1.3
174364.0,70.9
174365.0,3.9000000000000004
174366.0,2.6
174367.0,8.2
174368.0,7.7
174369.0,9.0
174370.0,1.3
